StrongsId,ReferenceCount,PartOfSpeech
H5457,12,verb
H5458,2,masculine noun
H5459,8,feminine noun passive participle
H5460,5,masculine noun
H5461,17,masculine noun
H5462,91,verb
H5463,1,verb
H5464,1,masculine noun
H5465,2,masculine noun
H5466,4,masculine noun
H5467,39,proper locative noun
H5468,1,masculine noun
H5469,1,masculine noun
H5470,8,masculine noun
H5471,1,proper masculine noun
H5472,14,verb
H5473,1,verb
H5474,1,masculine noun
H5475,21,masculine noun
H5476,1,proper masculine noun
H5477,1,proper masculine noun
H5478,1,feminine noun
H5479,2,proper masculine noun
H5480,9,verb
H5481,3,feminine noun
H5482,2,proper locative noun
H5483,139,masculine noun
H5484,1,feminine noun
H5485,1,proper masculine noun
H5486,5,verb
H5487,2,verb
H5488,28,masculine noun
H5489,1,proper locative noun
H5490,5,masculine noun
H5491,5,masculine noun
H5492,16,feminine noun, proper locative noun
H5493,300,verb
H5494,1,participle
H5495,1,proper noun
H5496,18,verb
H5497,1,masculine noun
H5498,5,verb
H5499,2,feminine noun
H5500,1,verb
H5501,1,masculine noun
H5502,2,verb
H5503,21,verb
H5504,4,masculine noun
H5505,3,masculine noun
H5506,1,feminine noun
H5507,1,feminine noun active participle
H5508,1,feminine noun
H5509,8,masculine noun
H5510,1,proper noun
H5511,37,proper masculine noun
H5512,6,proper locative noun
H5513,2,adjective patrial
H5514,35,proper locative noun
H5515,1,proper plural adjective
H5516,21,proper masculine noun
H5517,2,proper masculine noun
H5518,34,masculine noun
H5519,1,masculine noun
H5520,4,masculine noun
H5521,31,feminine noun
H5522,1,proper feminine noun
H5523,18,proper plural locative noun
H5524,1,proper noun
H5525,1,proper masculine noun
H5526,24,verb
H5527,1,proper locative noun
H5528,8,verb
H5529,1,masculine noun
H5530,7,masculine noun
H5531,7,masculine noun
H5532,12,verb
H5533,2,verb
H5534,3,verb
H5535,1,verb
H5536,15,masculine noun
H5537,1,verb
H5538,1,masculine noun
H5539,1,verb
H5540,2,proper masculine noun
H5541,4,verb
H5542,74,verb
H5543,6,proper masculine noun
H5544,2,masculine noun
H5545,47,verb
H5546,1,adjective
H5547,3,feminine noun
H5548,4,proper locative noun
H5549,12,verb
H5550,11,feminine noun active participle
H5551,1,masculine noun
H5552,1,feminine noun
H5553,59,masculine noun
H5554,3,proper locative noun
H5555,1,proper locative noun
H5556,1,masculine noun
H5557,7,verb
H5558,2,masculine noun
H5559,5,verb
H5560,53,feminine noun
H5561,16,masculine noun
H5562,1,proper masculine noun
H5563,3,masculine noun
H5564,48,verb
H5565,1,proper masculine noun
H5566,5,masculine noun
H5567,1,verb
H5568,2,verb
H5569,1,adjective
H5570,3,proper masculine noun
H5571,10,proper masculine noun
H5572,6,masculine noun
H5573,1,proper locative noun
H5574,2,proper masculine noun
H5575,3,masculine noun
H5576,13,proper masculine noun
H5577,1,masculine noun
H5578,1,proper feminine locative noun
H5579,5,masculine noun
H5580,1,masculine noun
H5581,2,proper masculine noun
H5582,12,verb
H5583,1,verb
H5584,1,verb
H5585,6,masculine noun
H5586,1,verb
H5587,3,feminine noun
H5588,1,adjective
H5589,2,feminine noun
H5590,7,verb
H5591,24,masculine/feminine noun
H5592,32,masculine noun
H5593,1,proper masculine noun
H5594,32,verb
H5595,20,verb
H5596,6,verb
H5597,2,feminine noun
H5598,1,proper masculine noun
H5599,5,masculine noun
H5600,1,feminine noun
H5601,11,masculine noun
H5602,2,masculine noun
H5603,6,verb
H5604,1,masculine noun
H5605,1,verb
H5606,10,verb
H5607,2,masculine noun
H5608,161,masculine noun, verb
H5609,5,masculine noun
H5610,1,masculine noun
H5611,1,proper locative noun
H5612,186,masculine/feminine noun
H5613,6,masculine noun
H5614,1,proper locative noun
H5615,1,feminine noun
H5616,1,adjective
H5617,6,proper locative noun
H5618,2,proper feminine noun active participle
H5619,22,verb
H5620,3,adjective
H5621,1,masculine noun
H5622,2,masculine noun
H5623,1,proper masculine noun
H5624,2,proper masculine noun
H5625,1,adjective patrial
H5626,1,proper locative noun
H5627,8,feminine noun
H5628,7,verb
H5629,1,masculine noun
H5630,2,masculine noun
H5631,42,masculine noun
H5632,5,masculine noun
H5633,22,masculine noun
H5634,1,feminine noun
H5635,1,verb
H5636,1,masculine noun
H5637,17,verb
H5638,1,masculine noun
H5639,1,proper masculine noun
H5640,15,verb
H5641,80,verb
H5642,2,verb
H5643,36,feminine noun, masculine noun
H5644,1,proper masculine noun
H5645,32,masculine noun
H5646,3,masculine noun
H5647,289,verb
H5648,28,verb
H5649,7,masculine noun
H5650,800,masculine noun
H5651,6,proper masculine noun
H5652,1,masculine noun
H5653,2,proper masculine noun
H5654,20,proper masculine noun
H5655,1,proper masculine noun
H5656,145,feminine noun
H5657,2,feminine noun
H5658,8,proper locative noun, proper masculine noun
H5659,3,feminine noun
H5660,3,proper masculine noun
H5661,1,proper masculine noun
H5662,20,proper masculine noun
H5663,6,proper masculine noun
H5664,1,proper masculine noun
H5665,14,proper masculine noun
H5666,3,verb
H5667,4,masculine noun
H5668,49,conjunction, preposition
H5669,2,masculine noun
H5670,6,verb
H5671,1,masculine noun
H5672,4,masculine noun
H5673,6,feminine noun
H5674,556,verb
H5675,14,masculine noun
H5676,90,masculine noun
H5677,15,proper masculine noun
H5678,34,feminine noun
H5679,2,feminine noun
H5680,34,adjective, proper noun
H5681,1,proper masculine noun
H5682,5,proper locative noun
H5683,1,proper locative noun
H5684,2,proper feminine locative noun
H5685,1,verb
H5686,1,verb
H5687,4,adjective
H5688,24,masculine/feminine noun
H5689,7,verb
H5690,2,masculine noun
H5691,1,feminine noun
H5692,7,feminine noun
H5693,2,masculine noun
H5694,2,masculine noun
H5695,35,masculine noun
H5696,6,adjective
H5697,14,feminine noun
H5698,2,proper feminine noun
H5699,25,feminine noun
H5700,13,proper locative noun, proper masculine noun
H5701,1,verb
H5702,1,verb
H5703,53,masculine noun
H5704,1260,conjunction, preposition
H5705,35,conjunction, preposition
H5706,3,masculine noun
H5707,70,masculine noun
H5708,1,feminine noun
H5709,9,verb
H5710,10,verb
H5711,8,proper feminine noun
H5712,149,feminine noun
H5713,26,feminine noun
H5714,10,proper masculine noun
H5715,59,feminine noun
H5716,13,masculine noun
H5717,3,proper masculine noun
H5718,9,proper masculine noun
H5719,1,adjective
H5720,4,proper masculine noun
H5721,1,proper masculine noun
H5722,1,proper masculine noun
H5723,1,proper locative noun
H5724,1,proper masculine noun
H5725,8,proper locative noun
H5726,3,adjective
H5727,1,verb
H5728,2,adverb
H5729,3,proper locative noun
H5730,5,masculine/feminine noun
H5731,16,proper masculine noun, proper masculine locative noun
H5732,13,masculine noun
H5733,2,proper masculine noun
H5734,2,proper masculine noun
H5735,1,proper locative noun
H5736,9,verb
H5737,10,verb
H5738,1,proper masculine noun
H5739,39,masculine noun
H5740,3,proper locative noun, proper masculine noun
H5741,2,proper masculine noun
H5742,4,feminine noun
H5743,1,verb
H5744,10,proper masculine noun
H5745,1,proper masculine noun
H5746,1,verb
H5747,22,proper masculine noun
H5748,4,masculine noun
H5749,44,verb
H5750,486,adverb, substantive
H5751,2,adverb
H5752,3,proper masculine noun
H5753,17,verb
H5754,3,feminine noun
H5755,4,proper locative noun
H5756,4,verb
H5757,3,adjective
H5758,1,feminine noun
H5759,2,masculine noun
H5760,1,masculine noun
H5761,1,proper locative noun, proper masculine noun
H5762,2,proper locative noun
H5763,5,verb
H5764,3,masculine noun
H5765,2,verb
H5766,53,masculine/feminine noun
H5767,5,masculine noun
H5768,21,masculine noun
H5769,438,masculine noun
H5770,0,verb
H5771,231,masculine noun
H5772,1,feminine noun
H5773,1,masculine noun
H5774,31,feminine noun, verb
H5775,71,masculine noun
H5776,2,masculine noun
H5777,9,masculine noun
H5778,1,proper masculine noun
H5779,2,verb
H5780,8,proper locative noun, proper masculine noun
H5781,2,verb
H5782,80,verb
H5783,1,verb
H5784,1,masculine noun
H5785,99,masculine noun
H5786,5,verb
H5787,26,adjective
H5788,3,masculine noun
H5789,1,verb
H5790,1,verb
H5791,11,verb
H5792,1,feminine noun
H5793,2,proper masculine noun
H5794,24,adjective
H5795,74,feminine noun
H5796,1,feminine noun
H5797,92,masculine noun
H5798,14,proper locative noun, proper masculine noun
H5799,4,masculine noun
H5800,211,verb
H5801,7,masculine noun
H5802,1,proper masculine noun
H5803,4,proper masculine noun
H5804,21,proper locative feminine noun
H5805,5,feminine noun
H5806,4,proper feminine noun
H5807,3,masculine noun
H5808,2,adjective
H5809,3,proper masculine noun
H5810,12,verb
H5811,1,proper masculine noun
H5812,3,proper masculine noun
H5813,11,proper masculine noun
H5814,1,proper masculine noun
H5815,1,proper masculine noun
H5816,16,proper masculine noun
H5817,2,adjective patrial
H5818,27,proper masculine noun
H5819,1,proper masculine noun
H5820,8,proper locative noun, proper masculine noun
H5821,1,proper masculine noun
H5822,2,feminine noun
H5823,1,verb
H5824,2,feminine noun
H5825,7,proper locative noun
H5826,81,verb
H5827,1,proper masculine noun
H5828,21,masculine noun
H5829,4,proper masculine noun
H5830,22,proper masculine noun
H5831,3,proper masculine noun
H5832,6,proper masculine noun
H5833,26,feminine noun
H5834,1,proper masculine noun
H5835,9,feminine noun
H5836,1,proper masculine noun
H5837,3,proper masculine noun
H5838,48,proper masculine noun
H5839,1,proper masculine noun
H5840,6,proper masculine noun
H5841,2,adjective
H5842,4,masculine noun
H5843,1,feminine noun
H5844,17,verb
H5845,1,masculine noun
H5846,1,feminine noun
H5847,3,masculine noun
H5848,16,verb
H5849,7,verb
H5850,23,feminine noun
H5851,1,proper feminine noun
H5852,4,proper locative noun
H5853,2,proper locative noun
H5854,1,proper locative noun
H5855,1,proper locative noun
H5856,4,masculine noun
H5857,39,proper locative noun
H5858,8,proper locative noun, proper masculine noun
H5859,3,proper locative noun
H5860,2,verb
H5861,8,masculine noun
H5862,5,proper locative noun
H5863,2,proper locative noun
H5864,2,proper locative noun
H5865,1,masculine noun
H5866,1,proper masculine noun
H5867,28,proper locative noun, proper masculine noun
H5868,2,masculine noun
H5869,887,masculine/feminine noun
H5870,5,feminine noun
H5871,5,proper locative noun
H5872,6,proper locative noun
H5873,3,proper locative noun
H5874,3,proper locative noun
H5875,1,proper locative noun
H5876,1,proper locative noun
H5877,1,proper locative noun
H5878,1,proper locative noun
H5879,2,proper locative noun
H5880,1,proper locative noun
H5881,5,proper masculine noun
H5882,1,proper locative noun
H5883,4,proper locative noun
H5884,1,proper locative noun
H5885,2,proper locative noun
H5886,0,proper locative noun
H5887,1,proper locative noun
H5888,1,verb
H5889,17,adjective
H5890,2,feminine noun
H5891,5,proper feminine noun, proper masculine noun
H5892,1095,masculine noun
H5893,1,proper masculine noun
H5894,3,masculine noun
H5895,9,masculine noun
H5896,6,proper masculine noun
H5897,2,proper masculine noun
H5898,1,proper locative noun
H5899,0,proper locative noun
H5900,1,proper masculine noun
H5901,1,proper masculine noun
H5902,2,proper masculine noun
H5903,10,adjective, masculine noun
H5904,1,proper masculine noun
H5905,1,proper locative noun
H5906,2,feminine noun
H5907,7,proper masculine noun
H5908,2,masculine noun
H5909,6,masculine noun
H5910,1,proper locative noun
H5911,5,masculine noun
H5912,6,proper masculine noun
H5913,1,verb
H5914,2,masculine noun
H5915,5,proper feminine noun
H5916,14,verb
H5917,1,proper masculine noun
H5918,5,proper masculine noun
H5919,1,masculine noun
H5920,4,adverb, substantive
H5921,5777,conjunction, preposition
H5922,94,preposition
H5923,40,masculine noun
H5924,1,adverb
H5925,1,proper masculine noun
H5926,1,adjective
H5927,888,verb
H5928,1,feminine noun
H5929,18,masculine noun
H5930,289,feminine noun
H5931,3,feminine noun
H5932,1,feminine noun
H5933,2,proper masculine noun
H5934,4,masculine noun
H5935,2,proper masculine noun
H5936,1,feminine noun
H5937,16,verb
H5938,1,adjective
H5939,4,feminine noun
H5940,1,masculine noun
H5941,33,proper masculine noun
H5942,2,adjective
H5943,8,adjective
H5944,19,feminine noun
H5945,53,adjective, masculine noun
H5946,4,adjective
H5947,7,adjective
H5948,1,masculine noun
H5949,24,feminine noun
H5950,1,feminine noun
H5951,1,feminine noun
H5952,1,feminine noun
H5953,19,verb
H5954,14,verb
H5955,6,feminine noun
H5956,28,verb
H5957,20,masculine noun
H5958,2,masculine noun
H5959,7,feminine noun
H5960,1,proper locative noun
H5961,2,feminine noun
H5962,1,proper noun
H5963,2,proper locative noun
H5964,4,proper masculine noun
H5965,3,verb
H5966,1,verb
H5967,1,feminine noun
H5968,5,verb
H5969,1,substantive
H5970,8,verb
H5971,1868,masculine noun
H5972,15,masculine noun
H5973,1043,preposition
H5974,22,preposition
H5975,525,verb
H5976,2,verb
H5977,4,masculine noun
H5978,44,preposition
H5979,1,feminine noun
H5980,32,feminine noun
H5981,1,proper locative noun
H5982,111,masculine noun
H5983,106,proper masculine noun
H5984,17,adjective
H5985,4,adjective
H5986,7,proper masculine noun
H5987,2,proper masculine noun
H5988,6,proper masculine noun
H5989,9,proper masculine noun
H5990,1,proper masculine noun
H5991,1,proper masculine noun
H5992,13,proper masculine noun
H5993,0,proper masculine noun
H5994,1,adjective, substantive
H5995,4,masculine noun
H5996,5,proper masculine noun
H5997,12,masculine noun
H5998,11,verb
H5999,55,masculine/feminine noun
H6000,1,proper masculine noun
H6001,9,verbal adjective, masculine noun
H6002,39,proper masculine noun
H6003,12,proper patrial adjective
H6004,3,verb
H6005,2,proper masculine noun
H6006,9,verb
H6007,1,proper masculine noun
H6008,1,proper locative noun
H6009,9,verb
H6010,69,masculine noun
H6011,1,masculine noun
H6012,4,adjective
H6013,17,adjective
H6014,3,verb
H6015,1,masculine noun
H6016,14,masculine noun
H6017,19,proper locative noun
H6018,18,proper masculine noun
H6019,14,proper masculine noun
H6020,2,adjective
H6021,16,proper masculine noun
H6022,5,proper masculine noun
H6023,1,proper masculine noun
H6024,2,proper locative noun
H6025,19,masculine noun
H6026,10,verb
H6027,2,masculine noun
H6028,3,adjective
H6029,2,verb
H6030,329,verb
H6031,83,verb
H6032,31,verb
H6033,1,adjective, verb
H6034,12,proper feminine noun, proper masculine noun
H6035,20,masculine noun
H6036,1,proper masculine noun
H6037,2,feminine noun
H6038,4,feminine noun
H6039,1,feminine noun
H6040,36,masculine noun
H6041,77,adjective
H6042,3,proper masculine noun
H6043,2,proper masculine noun
H6044,1,proper locative noun
H6045,8,masculine noun
H6046,1,proper locative noun
H6047,2,proper noun
H6048,1,proper noun with reference to deity
H6049,11,verb
H6050,1,masculine noun
H6051,87,masculine noun
H6052,1,proper masculine noun
H6053,1,feminine noun
H6054,1,proper masculine noun
H6055,2,proper locative noun, proper masculine noun
H6056,4,masculine noun
H6057,7,masculine noun
H6058,1,adjective
H6059,3,verb
H6060,3,masculine noun
H6061,9,proper masculine noun
H6062,9,adjective patrial
H6063,3,proper locative noun, proper masculine noun
H6064,9,verb
H6065,1,verb
H6066,2,masculine noun
H6067,2,proper masculine noun
H6068,15,proper locative noun, proper masculine noun
H6069,5,adjective patrial
H6070,1,proper masculine noun
H6071,5,masculine noun
H6072,1,verb
H6073,1,masculine noun
H6074,3,masculine noun
H6075,2,verb
H6076,9,masculine noun
H6077,5,proper locative noun
H6078,1,proper locative noun
H6079,10,masculine noun
H6080,1,verb
H6081,4,proper masculine noun
H6082,5,masculine noun
H6083,110,masculine noun
H6084,8,proper locative noun, proper masculine noun
H6085,14,proper locative noun, proper masculine noun
H6086,329,masculine noun
H6087,17,verb
H6088,1,verb
H6089,7,masculine noun
H6090,3,masculine noun
H6091,18,masculine noun
H6092,1,masculine noun
H6093,3,masculine noun
H6094,5,feminine noun
H6095,2,verb
H6096,1,masculine noun
H6097,1,collective feminine noun
H6098,89,feminine noun
H6099,31,adjective
H6100,7,proper locative noun
H6101,1,verb
H6102,14,adjective
H6103,2,feminine noun
H6104,1,feminine noun
H6105,20,verb
H6106,126,feminine noun
H6107,3,proper locative noun
H6108,3,masculine noun
H6109,3,feminine noun
H6110,1,feminine noun
H6111,3,proper locative noun
H6112,1,masculine noun
H6113,46,verb
H6114,1,masculine noun
H6115,3,masculine noun
H6116,11,feminine noun
H6117,5,verb
H6118,15,adverb, conjunction, masculine noun
H6119,13,masculine noun
H6120,1,adjective
H6121,3,adjective
H6122,1,feminine noun
H6123,1,verb
H6124,7,adjective
H6125,1,feminine noun
H6126,8,proper masculine noun
H6127,1,verb
H6128,2,adjective
H6129,1,adjective
H6130,1,proper masculine noun
H6131,7,verb
H6132,1,verb
H6133,1,masculine noun
H6134,1,proper masculine noun
H6135,12,adjective
H6136,3,masculine noun
H6137,6,masculine noun
H6138,22,proper locative noun
H6139,2,adjective patrial
H6140,5,verb
H6141,11,adjective
H6142,3,proper masculine noun
H6143,2,feminine noun
H6144,6,proper locative noun
H6145,2,masculine noun
H6146,1,masculine noun
H6147,10,proper masculine noun
H6148,23,verb
H6149,8,verb
H6150,3,verb
H6151,4,verb
H6152,6,proper collective noun
H6153,134,masculine noun
H6154,15,masculine noun
H6155,5,feminine noun
H6156,1,adjective
H6157,9,masculine noun
H6158,10,masculine noun
H6159,7,proper locative noun, proper masculine noun
H6160,60,feminine noun
H6161,2,feminine noun
H6162,3,masculine noun
H6163,9,proper patrial adjective
H6164,2,adjective patrial
H6165,3,verb
H6166,5,proper locative noun, proper masculine noun
H6167,1,masculine noun
H6168,15,verb
H6169,1,feminine noun
H6170,4,feminine noun
H6171,1,masculine noun
H6172,54,feminine noun
H6173,1,feminine noun
H6174,16,adjective
H6175,11,adjective
H6176,2,masculine noun
H6177,16,proper locative noun
H6178,1,adjective
H6179,2,proper masculine noun
H6180,1,adjective
H6181,6,feminine noun
H6182,4,feminine noun
H6183,1,masculine noun
H6184,20,adjective
H6185,4,adjective
H6186,76,verb
H6187,33,masculine noun
H6188,2,verb
H6189,35,masculine noun
H6190,16,feminine noun
H6191,4,verb
H6192,1,verb
H6193,1,masculine noun
H6194,11,feminine noun
H6195,5,feminine noun
H6196,3,masculine noun
H6197,1,proper masculine noun
H6198,1,proper adjective
H6199,1,adjective
H6200,1,proper adjective
